CaseID,Activity,Resource,Start Timestamp,Complete Timestamp,Variant,Variant index,elementId,processId,resourceId
Case2,D,Default Resource-000001,2023-03-27 11:09:10.596,2023-03-27 11:09:15.596,Variant 2,2,sid-488ECB8F-D2C2-4270-99B3-EFA7BC1EA9A0,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,F,Default Resource-000001,2023-03-27 11:09:15.596,2023-03-27 11:09:20.596,Variant 2,2,sid-21A8AC61-1AD7-457A-9A75-B2C76966C322,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,G,Default Resource-000001,2023-03-27 11:09:20.596,2023-03-27 11:09:25.596,Variant 2,2,sid-CAD7EBE4-4F39-44E6-B810-45F6B392E9CB,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,C,Default Resource-000001,2023-03-27 11:09:25.596,2023-03-27 11:09:30.596,Variant 2,2,sid-C66D30B9-C993-4841-9852-4B5FFB3A486E,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,B,Default Resource-000001,2023-03-27 11:09:30.596,2023-03-27 11:09:35.596,Variant 2,2,sid-6BAA60C9-CD08-40D0-B6E2-C448EAF96380,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,D,Default Resource-000001,2023-03-27 11:09:35.596,2023-03-27 11:09:40.596,Variant 2,2,sid-488ECB8F-D2C2-4270-99B3-EFA7BC1EA9A0,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,F,Default Resource-000001,2023-03-27 11:09:40.596,2023-03-27 11:09:45.596,Variant 2,2,sid-21A8AC61-1AD7-457A-9A75-B2C76966C322,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,G,Default Resource-000001,2023-03-27 11:09:45.596,2023-03-27 11:09:50.596,Variant 2,2,sid-CAD7EBE4-4F39-44E6-B810-45F6B392E9CB,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,C,Default Resource-000001,2023-03-27 11:09:50.596,2023-03-27 11:09:55.596,Variant 2,2,sid-C66D30B9-C993-4841-9852-4B5FFB3A486E,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,B,Default Resource-000001,2023-03-27 11:09:55.596,2023-03-27 11:10:00.596,Variant 2,2,sid-6BAA60C9-CD08-40D0-B6E2-C448EAF96380,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,D,Default Resource-000001,2023-03-27 11:10:00.596,2023-03-27 11:10:05.596,Variant 2,2,sid-488ECB8F-D2C2-4270-99B3-EFA7BC1EA9A0,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,F,Default Resource-000001,2023-03-27 11:10:05.596,2023-03-27 11:10:10.596,Variant 2,2,sid-21A8AC61-1AD7-457A-9A75-B2C76966C322,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,G,Default Resource-000001,2023-03-27 11:10:10.596,2023-03-27 11:10:15.596,Variant 2,2,sid-CAD7EBE4-4F39-44E6-B810-45F6B392E9CB,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,C,Default Resource-000001,2023-03-27 11:10:15.596,2023-03-27 11:10:20.596,Variant 2,2,sid-C66D30B9-C993-4841-9852-4B5FFB3A486E,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,B,Default Resource-000001,2023-03-27 11:10:20.596,2023-03-27 11:10:25.596,Variant 2,2,sid-6BAA60C9-CD08-40D0-B6E2-C448EAF96380,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,D,Default Resource-000001,2023-03-27 11:10:25.596,2023-03-27 11:10:30.596,Variant 2,2,sid-488ECB8F-D2C2-4270-99B3-EFA7BC1EA9A0,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,F,Default Resource-000001,2023-03-27 11:10:30.596,2023-03-27 11:10:35.596,Variant 2,2,sid-21A8AC61-1AD7-457A-9A75-B2C76966C322,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,G,Default Resource-000001,2023-03-27 11:10:35.596,2023-03-27 11:10:40.596,Variant 2,2,sid-CAD7EBE4-4F39-44E6-B810-45F6B392E9CB,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,H,Default Resource-000001,2023-03-27 11:10:40.596,2023-03-27 11:10:45.596,Variant 2,2,sid-61CE659E-27A3-4AC8-86DD-2F5FBAE2F254,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,I,Default Resource-000001,2023-03-27 11:10:45.596,2023-03-27 11:10:50.596,Variant 2,2,sid-60C5D0B4-0A59-4066-B4E5-D95F54E33AB5,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,J,Default Resource-000001,2023-03-27 11:10:50.596,2023-03-27 11:10:55.596,Variant 2,2,sid-315A20CF-F1BE-4C53-8413-BEC31F4A9D2F,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,K,Default Resource-000001,2023-03-27 11:10:55.596,2023-03-27 11:11:00.596,Variant 2,2,sid-0988F0F5-D75C-4501-AABD-5A0440581483,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,L,,2023-03-27 11:11:00.596,2023-03-27 11:11:05.596,Variant 2,2,sid-781AD985-F18D-483F-91AD-11C798FCEA96,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,
Case3,A,,2023-03-27 11:05:19.661,2023-03-27 11:05:19.661,Variant 3,3,sid-19C8A72F-9625-47DD-A686-BF83A49A96EF,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,
Case3,C,Default Resource-000001,2023-03-27 11:05:19.661,2023-03-27 11:05:24.661,Variant 3,3,sid-C66D30B9-C993-4841-9852-4B5FFB3A486E,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,B,Default Resource-000001,2023-03-27 11:05:24.661,2023-03-27 11:05:29.661,Variant 3,3,sid-6BAA60C9-CD08-40D0-B6E2-C448EAF96380,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,D,Default Resource-000001,2023-03-27 11:05:29.661,2023-03-27 11:05:34.661,Variant 3,3,sid-488ECB8F-D2C2-4270-99B3-EFA7BC1EA9A0,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,E,Default Resource-000001,2023-03-27 11:05:34.661,2023-03-27 11:05:39.661,Variant 3,3,sid-1E13B22C-B767-436C-B5E4-01AE2D93AAB0,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,G,Default Resource-000001,2023-03-27 11:05:39.661,2023-03-27 11:05:44.661,Variant 3,3,sid-CAD7EBE4-4F39-44E6-B810-45F6B392E9CB,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,C,Default Resource-000001,2023-03-27 11:05:44.661,2023-03-27 11:05:49.661,Variant 3,3,sid-C66D30B9-C993-4841-9852-4B5FFB3A486E,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,B,Default Resource-000001,2023-03-27 11:05:49.661,2023-03-27 11:05:54.661,Variant 3,3,sid-6BAA60C9-CD08-40D0-B6E2-C448EAF96380,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,D,Default Resource-000001,2023-03-27 11:05:54.661,2023-03-27 11:05:59.661,Variant 3,3,sid-488ECB8F-D2C2-4270-99B3-EFA7BC1EA9A0,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,E,Default Resource-000001,2023-03-27 11:05:59.661,2023-03-27 11:06:04.661,Variant 3,3,sid-1E13B22C-B767-436C-B5E4-01AE2D93AAB0,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,G,Default Resource-000001,2023-03-27 11:06:04.661,2023-03-27 11:06:09.661,Variant 3,3,sid-CAD7EBE4-4F39-44E6-B810-45F6B392E9CB,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,H,Default Resource-000001,2023-03-27 11:06:09.661,2023-03-27 11:06:14.661,Variant 3,3,sid-61CE659E-27A3-4AC8-86DD-2F5FBAE2F254,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,I,Default Resource-000001,2023-03-27 11:06:14.661,2023-03-27 11:06:19.661,Variant 3,3,sid-60C5D0B4-0A59-4066-B4E5-D95F54E33AB5,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,J,Default Resource-000001,2023-03-27 11:06:19.661,2023-03-27 11:06:24.661,Variant 3,3,sid-315A20CF-F1BE-4C53-8413-BEC31F4A9D2F,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,K,Default Resource-000001,2023-03-27 11:06:24.661,2023-03-27 11:06:29.661,Variant 3,3,sid-0988F0F5-D75C-4501-AABD-5A0440581483,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,L,,2023-03-27 11:06:29.661,2023-03-27 11:06:29.661,Variant 3,3,sid-781AD985-F18D-483F-91AD-11C798FCEA96,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,
Case4,A,,2023-03-27 11:04:25.863,2023-03-27 11:04:25.863,Variant 4,4,sid-19C8A72F-9625-47DD-A686-BF83A49A96EF,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,
Case4,C,Default Resource-000001,2023-03-27 11:04:25.863,2023-03-27 11:04:30.863,Variant 4,4,sid-C66D30B9-C993-4841-9852-4B5FFB3A486E,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case4,B,Default Resource-000001,2023-03-27 11:04:30.863,2023-03-27 11:04:35.863,Variant 4,4,sid-6BAA60C9-CD08-40D0-B6E2-C448EAF96380,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case4,D,Default Resource-000001,2023-03-27 11:04:35.863,2023-03-27 11:04:40.863,Variant 4,4,sid-488ECB8F-D2C2-4270-99B3-EFA7BC1EA9A0,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case4,E,Default Resource-000001,2023-03-27 11:04:40.863,2023-03-27 11:04:45.863,Variant 4,4,sid-1E13B22C-B767-436C-B5E4-01AE2D93AAB0,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case4,G,Default Resource-000001,2023-03-27 11:04:45.863,2023-03-27 11:04:50.863,Variant 4,4,sid-CAD7EBE4-4F39-44E6-B810-45F6B392E9CB,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case4,H,Default Resource-000001,2023-03-27 11:04:50.863,2023-03-27 11:04:55.863,Variant 4,4,sid-61CE659E-27A3-4AC8-86DD-2F5FBAE2F254,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case4,I,Default Resource-000001,2023-03-27 11:04:55.863,2023-03-27 11:05:00.863,Variant 4,4,sid-60C5D0B4-0A59-4066-B4E5-D95F54E33AB5,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case4,J,Default Resource-000001,2023-03-27 11:05:00.863,2023-03-27 11:05:05.863,Variant 4,4,sid-315A20CF-F1BE-4C53-8413-BEC31F4A9D2F,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case4,L,,2023-03-27 11:05:05.863,2023-03-27 11:05:05.863,Variant 4,4,sid-781AD985-F18D-483F-91AD-11C798FCEA96,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,
