CaseID,Activity,Resource,Start Timestamp,Complete Timestamp,Variant,Variant index,elementId,processId,resourceId
Case1,H,Default Resource-000001,2022-11-16 10:34:00.000,2022-11-16 10:35:00.000,Variant 1,1,sid-61CE659E-27A3-4AC8-86DD-2F5FBAE2F254,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case1,I,Default Resource-000001,2022-11-16 10:37:00.000,2022-11-16 10:38:00.000,Variant 1,1,sid-60C5D0B4-0A59-4066-B4E5-D95F54E33AB5,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case1,J,Default Resource-000001,2022-11-16 10:40:00.000,2022-11-16 10:41:00.000,Variant 1,1,sid-315A20CF-F1BE-4C53-8413-BEC31F4A9D2F,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case1,K,Default Resource-000001,2022-11-16 10:43:00.000,2022-11-16 10:44:00.000,Variant 1,1,sid-0988F0F5-D75C-4501-AABD-5A0440581483,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case1,L,,2022-11-16 10:44:00.000,2022-11-16 10:44:00.000,Variant 1,1,sid-781AD985-F18D-483F-91AD-11C798FCEA96,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,
Case2,A,,2022-11-16 10:07:29.970,2022-11-16 10:07:29.970,Variant 2,2,sid-19C8A72F-9625-47DD-A686-BF83A49A96EF,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,
Case2,C,Default Resource-000001,2022-11-16 10:10:00.000,2022-11-16 10:11:00.000,Variant 2,2,sid-C66D30B9-C993-4841-9852-4B5FFB3A486E,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,B,Default Resource-000001,2022-11-16 10:11:00.000,2022-11-16 10:12:00.000,Variant 2,2,sid-6BAA60C9-CD08-40D0-B6E2-C448EAF96380,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,D,Default Resource-000001,2022-11-16 10:14:00.000,2022-11-16 10:15:00.000,Variant 2,2,sid-488ECB8F-D2C2-4270-99B3-EFA7BC1EA9A0,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,E,Default Resource-000001,2022-11-16 10:17:00.000,2022-11-16 10:18:00.000,Variant 2,2,sid-1E13B22C-B767-436C-B5E4-01AE2D93AAB0,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,G,Default Resource-000001,2022-11-16 10:21:00.000,2022-11-16 10:22:00.000,Variant 2,2,sid-CAD7EBE4-4F39-44E6-B810-45F6B392E9CB,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,H,Default Resource-000001,2022-11-16 10:24:00.000,2022-11-16 10:25:00.000,Variant 2,2,sid-61CE659E-27A3-4AC8-86DD-2F5FBAE2F254,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,I,Default Resource-000001,2022-11-16 10:27:00.000,2022-11-16 10:28:00.000,Variant 2,2,sid-60C5D0B4-0A59-4066-B4E5-D95F54E33AB5,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,C,Default Resource-000001,2022-11-16 10:31:00.000,2022-11-16 10:32:00.000,Variant 2,2,sid-C66D30B9-C993-4841-9852-4B5FFB3A486E,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,B,Default Resource-000001,2022-11-16 10:32:00.000,2022-11-16 10:33:00.000,Variant 2,2,sid-6BAA60C9-CD08-40D0-B6E2-C448EAF96380,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,D,Default Resource-000001,2022-11-16 10:35:00.000,2022-11-16 10:36:00.000,Variant 2,2,sid-488ECB8F-D2C2-4270-99B3-EFA7BC1EA9A0,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,F,Default Resource-000001,2022-11-16 10:38:00.000,2022-11-16 10:39:00.000,Variant 2,2,sid-21A8AC61-1AD7-457A-9A75-B2C76966C322,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,G,Default Resource-000001,2022-11-16 10:41:00.000,2022-11-16 10:42:00.000,Variant 2,2,sid-CAD7EBE4-4F39-44E6-B810-45F6B392E9CB,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,H,Default Resource-000001,2022-11-16 10:44:00.000,2022-11-16 10:45:00.000,Variant 2,2,sid-61CE659E-27A3-4AC8-86DD-2F5FBAE2F254,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,I,Default Resource-000001,2022-11-16 10:46:00.000,2022-11-16 10:47:00.000,Variant 2,2,sid-60C5D0B4-0A59-4066-B4E5-D95F54E33AB5,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,C,Default Resource-000001,2022-11-16 10:49:00.000,2022-11-16 10:50:00.000,Variant 2,2,sid-C66D30B9-C993-4841-9852-4B5FFB3A486E,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,B,Default Resource-000001,2022-11-16 10:50:00.000,2022-11-16 10:51:00.000,Variant 2,2,sid-6BAA60C9-CD08-40D0-B6E2-C448EAF96380,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,D,Default Resource-000001,2022-11-16 10:52:00.000,2022-11-16 10:53:00.000,Variant 2,2,sid-488ECB8F-D2C2-4270-99B3-EFA7BC1EA9A0,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,E,Default Resource-000001,2022-11-16 10:54:00.000,2022-11-16 10:55:00.000,Variant 2,2,sid-1E13B22C-B767-436C-B5E4-01AE2D93AAB0,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,G,Default Resource-000001,2022-11-16 10:56:00.000,2022-11-16 10:57:00.000,Variant 2,2,sid-CAD7EBE4-4F39-44E6-B810-45F6B392E9CB,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,H,Default Resource-000001,2022-11-16 10:58:00.000,2022-11-16 10:59:00.000,Variant 2,2,sid-61CE659E-27A3-4AC8-86DD-2F5FBAE2F254,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,I,Default Resource-000001,2022-11-16 11:00:00.000,2022-11-16 11:01:00.000,Variant 2,2,sid-60C5D0B4-0A59-4066-B4E5-D95F54E33AB5,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,J,Default Resource-000001,2022-11-16 11:03:00.000,2022-11-16 11:04:00.000,Variant 2,2,sid-315A20CF-F1BE-4C53-8413-BEC31F4A9D2F,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,L,,2022-11-16 11:04:00.000,2022-11-16 11:04:00.000,Variant 2,2,sid-781AD985-F18D-483F-91AD-11C798FCEA96,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,
Case3,A,,2022-11-16 10:06:51.199,2022-11-16 10:06:51.199,Variant 3,3,sid-19C8A72F-9625-47DD-A686-BF83A49A96EF,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,
Case3,C,Default Resource-000001,2022-11-16 10:07:00.000,2022-11-16 10:08:00.000,Variant 3,3,sid-C66D30B9-C993-4841-9852-4B5FFB3A486E,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,B,Default Resource-000001,2022-11-16 10:08:00.000,2022-11-16 10:09:00.000,Variant 3,3,sid-6BAA60C9-CD08-40D0-B6E2-C448EAF96380,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,D,Default Resource-000001,2022-11-16 10:12:00.000,2022-11-16 10:13:00.000,Variant 3,3,sid-488ECB8F-D2C2-4270-99B3-EFA7BC1EA9A0,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,F,Default Resource-000001,2022-11-16 10:15:00.000,2022-11-16 10:16:00.000,Variant 3,3,sid-21A8AC61-1AD7-457A-9A75-B2C76966C322,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,G,Default Resource-000001,2022-11-16 10:18:00.000,2022-11-16 10:19:00.000,Variant 3,3,sid-CAD7EBE4-4F39-44E6-B810-45F6B392E9CB,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,H,Default Resource-000001,2022-11-16 10:22:00.000,2022-11-16 10:23:00.000,Variant 3,3,sid-61CE659E-27A3-4AC8-86DD-2F5FBAE2F254,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,I,Default Resource-000001,2022-11-16 10:25:00.000,2022-11-16 10:26:00.000,Variant 3,3,sid-60C5D0B4-0A59-4066-B4E5-D95F54E33AB5,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,C,Default Resource-000001,2022-11-16 10:28:00.000,2022-11-16 10:29:00.000,Variant 3,3,sid-C66D30B9-C993-4841-9852-4B5FFB3A486E,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,B,Default Resource-000001,2022-11-16 10:29:00.000,2022-11-16 10:30:00.000,Variant 3,3,sid-6BAA60C9-CD08-40D0-B6E2-C448EAF96380,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,D,Default Resource-000001,2022-11-16 10:33:00.000,2022-11-16 10:34:00.000,Variant 3,3,sid-488ECB8F-D2C2-4270-99B3-EFA7BC1EA9A0,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,F,Default Resource-000001,2022-11-16 10:36:00.000,2022-11-16 10:37:00.000,Variant 3,3,sid-21A8AC61-1AD7-457A-9A75-B2C76966C322,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,G,Default Resource-000001,2022-11-16 10:39:00.000,2022-11-16 10:40:00.000,Variant 3,3,sid-CAD7EBE4-4F39-44E6-B810-45F6B392E9CB,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,H,Default Resource-000001,2022-11-16 10:42:00.000,2022-11-16 10:43:00.000,Variant 3,3,sid-61CE659E-27A3-4AC8-86DD-2F5FBAE2F254,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,I,Default Resource-000001,2022-11-16 10:45:00.000,2022-11-16 10:46:00.000,Variant 3,3,sid-60C5D0B4-0A59-4066-B4E5-D95F54E33AB5,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,C,Default Resource-000001,2022-11-16 10:47:00.000,2022-11-16 10:48:00.000,Variant 3,3,sid-C66D30B9-C993-4841-9852-4B5FFB3A486E,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,B,Default Resource-000001,2022-11-16 10:48:00.000,2022-11-16 10:49:00.000,Variant 3,3,sid-6BAA60C9-CD08-40D0-B6E2-C448EAF96380,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,D,Default Resource-000001,2022-11-16 10:51:00.000,2022-11-16 10:52:00.000,Variant 3,3,sid-488ECB8F-D2C2-4270-99B3-EFA7BC1EA9A0,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,F,Default Resource-000001,2022-11-16 10:53:00.000,2022-11-16 10:54:00.000,Variant 3,3,sid-21A8AC61-1AD7-457A-9A75-B2C76966C322,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,G,Default Resource-000001,2022-11-16 10:55:00.000,2022-11-16 10:56:00.000,Variant 3,3,sid-CAD7EBE4-4F39-44E6-B810-45F6B392E9CB,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,H,Default Resource-000001,2022-11-16 10:57:00.000,2022-11-16 10:58:00.000,Variant 3,3,sid-61CE659E-27A3-4AC8-86DD-2F5FBAE2F254,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,I,Default Resource-000001,2022-11-16 10:59:00.000,2022-11-16 11:00:00.000,Variant 3,3,sid-60C5D0B4-0A59-4066-B4E5-D95F54E33AB5,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,C,Default Resource-000001,2022-11-16 11:01:00.000,2022-11-16 11:02:00.000,Variant 3,3,sid-C66D30B9-C993-4841-9852-4B5FFB3A486E,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,B,Default Resource-000001,2022-11-16 11:02:00.000,2022-11-16 11:03:00.000,Variant 3,3,sid-6BAA60C9-CD08-40D0-B6E2-C448EAF96380,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,D,Default Resource-000001,2022-11-16 11:04:00.000,2022-11-16 11:05:00.000,Variant 3,3,sid-488ECB8F-D2C2-4270-99B3-EFA7BC1EA9A0,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,F,Default Resource-000001,2022-11-16 11:05:00.000,2022-11-16 11:06:00.000,Variant 3,3,sid-21A8AC61-1AD7-457A-9A75-B2C76966C322,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,G,Default Resource-000001,2022-11-16 11:06:00.000,2022-11-16 11:07:00.000,Variant 3,3,sid-CAD7EBE4-4F39-44E6-B810-45F6B392E9CB,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,H,Default Resource-000001,2022-11-16 11:07:00.000,2022-11-16 11:08:00.000,Variant 3,3,sid-61CE659E-27A3-4AC8-86DD-2F5FBAE2F254,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,I,Default Resource-000001,2022-11-16 11:08:00.000,2022-11-16 11:09:00.000,Variant 3,3,sid-60C5D0B4-0A59-4066-B4E5-D95F54E33AB5,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,J,Default Resource-000001,2022-11-16 11:09:00.000,2022-11-16 11:10:00.000,Variant 3,3,sid-315A20CF-F1BE-4C53-8413-BEC31F4A9D2F,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case3,L,,2022-11-16 11:10:00.000,2022-11-16 11:10:00.000,Variant 3,3,sid-781AD985-F18D-483F-91AD-11C798FCEA96,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,
