CaseID,Activity,Resource,Start Timestamp,Complete Timestamp,Variant,Variant index,elementId,processId,resourceId
Case2,H,Default Resource-000001,2023-04-24 11:03:15.655,2023-04-24 11:03:20.655,Variant 2,2,sid-61CE659E-27A3-4AC8-86DD-2F5FBAE2F254,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,I,Default Resource-000001,2023-04-24 11:03:20.655,2023-04-24 11:03:25.655,Variant 2,2,sid-60C5D0B4-0A59-4066-B4E5-D95F54E33AB5,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,B,Default Resource-000001,2023-04-24 11:03:25.655,2023-04-24 11:03:30.655,Variant 2,2,sid-6BAA60C9-CD08-40D0-B6E2-C448EAF96380,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,C,Default Resource-000001,2023-04-24 11:03:30.655,2023-04-24 11:03:35.655,Variant 2,2,sid-C66D30B9-C993-4841-9852-4B5FFB3A486E,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,D,Default Resource-000001,2023-04-24 11:03:35.655,2023-04-24 11:03:40.655,Variant 2,2,sid-488ECB8F-D2C2-4270-99B3-EFA7BC1EA9A0,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,F,Default Resource-000001,2023-04-24 11:03:40.655,2023-04-24 11:03:45.655,Variant 2,2,sid-21A8AC61-1AD7-457A-9A75-B2C76966C322,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,G,Default Resource-000001,2023-04-24 11:03:45.655,2023-04-24 11:03:50.655,Variant 2,2,sid-CAD7EBE4-4F39-44E6-B810-45F6B392E9CB,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,H,Default Resource-000001,2023-04-24 11:03:50.655,2023-04-24 11:03:55.655,Variant 2,2,sid-61CE659E-27A3-4AC8-86DD-2F5FBAE2F254,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,I,Default Resource-000001,2023-04-24 11:03:55.655,2023-04-24 11:04:00.655,Variant 2,2,sid-60C5D0B4-0A59-4066-B4E5-D95F54E33AB5,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,B,Default Resource-000001,2023-04-24 11:04:00.655,2023-04-24 11:04:05.655,Variant 2,2,sid-6BAA60C9-CD08-40D0-B6E2-C448EAF96380,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,C,Default Resource-000001,2023-04-24 11:04:05.655,2023-04-24 11:04:10.655,Variant 2,2,sid-C66D30B9-C993-4841-9852-4B5FFB3A486E,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,D,Default Resource-000001,2023-04-24 11:04:10.655,2023-04-24 11:04:15.655,Variant 2,2,sid-488ECB8F-D2C2-4270-99B3-EFA7BC1EA9A0,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,F,Default Resource-000001,2023-04-24 11:04:15.655,2023-04-24 11:04:20.655,Variant 2,2,sid-21A8AC61-1AD7-457A-9A75-B2C76966C322,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,G,Default Resource-000001,2023-04-24 11:04:20.655,2023-04-24 11:04:25.655,Variant 2,2,sid-CAD7EBE4-4F39-44E6-B810-45F6B392E9CB,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,H,Default Resource-000001,2023-04-24 11:04:25.655,2023-04-24 11:04:30.655,Variant 2,2,sid-61CE659E-27A3-4AC8-86DD-2F5FBAE2F254,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,I,Default Resource-000001,2023-04-24 11:04:30.655,2023-04-24 11:04:35.655,Variant 2,2,sid-60C5D0B4-0A59-4066-B4E5-D95F54E33AB5,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,J,Default Resource-000001,2023-04-24 11:04:35.655,2023-04-24 11:04:40.655,Variant 2,2,sid-315A20CF-F1BE-4C53-8413-BEC31F4A9D2F,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,QBP_DEFAULT_RESOURCE
Case2,L,,2023-04-24 11:04:40.655,2023-04-24 11:04:45.655,Variant 2,2,sid-781AD985-F18D-483F-91AD-11C798FCEA96,sid-6bd2bd19-44e0-4a2b-a527-2b8ab1384a42,
